Erstfeld_S_Goeschenen,,,,,,
2014-07-18 23:21-23:24,58,104,45,114,33,106
2014-07-18 23:24-23:27,40,109,68,106,24,106
2014-07-18 23:27-23:30,47,114,73,101,41,113
2014-07-18 23:30-23:33,57,111,56,109,26,107
2014-07-18 23:33-23:36,46,105,80,104,27,108
2014-07-18 23:36-23:39,44,114,75,104,49,108
2014-07-18 23:39-23:42,49,113,35,110,23,109
2014-07-18 23:42-23:45,44,110,56,110,41,109
2014-07-18 23:45-23:48,36,115,54,111,34,109
2014-07-18 23:48-23:51,52,110,48,108,40,105
2014-07-18 23:51-23:54,34,109,39,108,29,106
2014-07-18 23:54-23:57,28,113,55,109,35,108
2014-07-18 23:57-00:00,44,109,50,112,32,107
2014-07-19 00:00-00:03,51,112,47,108,46,105
2014-07-19 00:03-00:06,54,113,54,106,34,108
2014-07-19 00:06-00:09,39,113,61,109,27,103
2014-07-19 00:09-00:12,48,111,67,110,42,102
2014-07-19 00:12-00:15,39,114,74,104,35,112
2014-07-19 00:15-00:18,36,111,64,110,42,108
2014-07-19 00:18-00:21,31,112,43,117,42,108
2014-07-19 00:21-00:24,28,107,42,106,47,104
2014-07-19 00:24-00:27,43,107,56,110,27,108
2014-07-19 00:27-00:30,29,113,54,109,36,107
2014-07-19 00:30-00:33,50,108,58,103,34,108
2014-07-19 00:33-00:36,46,108,42,112,22,109
2014-07-19 00:36-00:39,30,109,45,112,39,106
2014-07-19 00:39-00:42,42,113,37,108,46,108
2014-07-19 00:42-00:45,42,109,45,110,26,102
2014-07-19 00:45-00:48,29,109,54,113,40,106
2014-07-19 00:48-00:51,40,107,41,108,55,106
2014-07-19 00:51-00:54,43,105,59,108,41,106
2014-07-19 00:54-00:57,36,111,38,112,37,106
2014-07-19 00:57-01:00,44,110,42,111,42,106
2014-07-19 01:00-01:03,39,108,39,105,31,109
2014-07-19 01:03-01:06,41,117,43,101,30,109
2014-07-19 01:06-01:09,29,109,41,110,31,111
2014-07-19 01:09-01:12,43,103,31,116,25,111
2014-07-19 01:12-01:15,35,106,48,111,43,103
2014-07-19 01:15-01:18,33,108,44,107,50,106
2014-07-19 01:18-01:21,43,107,53,110,34,106
2014-07-19 01:21-01:24,47,112,44,112,47,108
2014-07-19 01:24-01:27,41,109,52,109,36,108
2014-07-19 01:27-01:30,44,110,47,111,62,105
2014-07-19 01:30-01:33,51,109,59,104,51,107
2014-07-19 01:33-01:36,62,107,32,112,45,104
2014-07-19 01:36-01:39,37,108,31,108,43,105
2014-07-19 01:39-01:42,50,108,44,105,33,108
2014-07-19 01:42-01:45,65,104,42,115,33,111
2014-07-19 01:45-01:48,57,106,31,91,40,107
2014-07-19 01:48-01:51,48,111,65,85,36,101
2014-07-19 01:51-01:54,48,109,56,90,50,104
2014-07-19 01:54-01:57,54,107,37,85,47,107
2014-07-19 01:57-02:00,48,107,49,79,43,104
2014-07-19 02:00-02:03,44,109,51,83,38,109
2014-07-19 02:03-02:06,55,108,34,84,32,107
2014-07-19 02:06-02:09,43,109,41,80,33,104
2014-07-19 02:09-02:12,59,105,42,60,41,109
2014-07-19 02:12-02:15,23,109,17,26,20,107
2014-07-19 02:15-02:18,1,116,,,,
2014-07-19 02:18-02:21,41,101,0,,22,110
2014-07-19 02:21-02:24,43,106,0,,32,106
2014-07-19 02:24-02:27,34,99,0,,20,107
2014-07-19 02:27-02:30,72,106,0,,,
2014-07-19 02:30-02:33,52,107,0,,13,103
2014-07-19 02:33-02:36,56,107,0,,42,105
2014-07-19 02:36-02:39,41,106,0,,37,106
2014-07-19 02:39-02:42,52,106,0,,33,107
2014-07-19 02:42-02:45,63,103,0,,45,108
2014-07-19 02:45-02:48,44,107,65,37,44,109
2014-07-19 02:48-02:51,66,105,111,62,38,103
2014-07-19 02:51-02:54,49,107,133,68,39,104
2014-07-19 02:54-02:57,51,109,176,70,37,110
2014-07-19 02:57-03:00,89,104,58,81,46,106
2014-07-19 03:00-03:03,72,103,41,93,33,104
2014-07-19 03:03-03:06,48,111,33,111,50,105
2014-07-19 03:06-03:09,79,101,45,107,42,104
2014-07-19 03:09-03:12,65,98,38,110,50,108
2014-07-19 03:12-03:15,60,110,3,106,42,106
2014-07-19 03:15-03:18,74,101,,,34,108
2014-07-19 03:18-03:21,89,102,18,112,52,106
2014-07-19 03:21-03:24,73,104,66,107,40,108
2014-07-19 03:24-03:27,68,103,27,112,38,109
2014-07-19 03:27-03:30,93,102,74,103,43,105
2014-07-19 03:30-03:33,80,104,78,102,38,110
2014-07-19 03:33-03:36,58,105,58,109,53,106
2014-07-19 03:36-03:39,75,103,83,100,30,110
2014-07-19 03:39-03:42,71,104,61,109,44,109
2014-07-19 03:42-03:45,79,101,80,107,38,105
2014-07-19 03:45-03:48,92,103,47,111,49,109
2014-07-19 03:48-03:51,97,96,85,103,41,108
2014-07-19 03:51-03:54,86,104,58,108,43,109
2014-07-19 03:54-03:57,43,108,58,108,41,108
2014-07-19 03:57-04:00,,,84,106,46,113
2014-07-19 04:00-04:03,7,98,60,111,35,106
2014-07-19 04:03-04:06,60,98,49,111,40,108
2014-07-19 04:06-04:09,60,83,30,108,45,108
2014-07-19 04:09-04:12,59,79,61,106,46,106
2014-07-19 04:12-04:15,58,52,78,108,63,102
2014-07-19 04:15-04:18,38,29,99,106,44,105
2014-07-19 04:18-04:21,12,4,76,106,52,103
2014-07-19 04:21-04:24,83,36,73,101,62,108
2014-07-19 04:24-04:27,124,65,97,112,41,111
2014-07-19 04:27-04:30,121,62,80,104,59,104
2014-07-19 04:30-04:33,71,56,78,111,60,106
2014-07-19 04:33-04:36,43,26,65,104,43,110
2014-07-19 04:36-04:39,2,4,103,106,51,109
2014-07-19 04:39-04:42,0,,63,106,44,104
2014-07-19 04:42-04:45,0,,71,105,42,108
2014-07-19 04:45-04:48,0,,64,110,37,110
2014-07-19 04:48-04:51,32,36,52,110,54,101
2014-07-19 04:51-04:54,113,62,73,100,42,103
2014-07-19 04:54-04:57,128,50,77,108,55,107
2014-07-19 04:57-05:00,90,28,63,106,44,108
2014-07-19 05:00-05:03,6,8,94,103,45,108
2014-07-19 05:03-05:06,1,2,59,110,56,100
2014-07-19 05:06-05:09,0,,55,105,61,103
2014-07-19 05:09-05:12,0,,57,107,48,105
2014-07-19 05:12-05:15,75,14,62,105,66,103
2014-07-19 05:15-05:18,69,12,55,105,55,108
2014-07-19 05:18-05:21,61,11,84,105,55,108
2014-07-19 05:21-05:24,73,14,53,93,41,102
2014-07-19 05:24-05:27,61,13,70,84,64,100
2014-07-19 05:27-05:30,5,3,64,80,65,101
2014-07-19 05:30-05:33,16,15,77,44,68,98
2014-07-19 05:33-05:36,67,19,70,47,52,103
2014-07-19 05:36-05:39,86,29,66,75,59,104
2014-07-19 05:39-05:42,80,22,38,57,56,100
2014-07-19 05:42-05:45,49,9,34,25,59,101
2014-07-19 05:45-05:48,7,4,97,31,45,106
2014-07-19 05:48-05:51,1,5,64,58,64,103
2014-07-19 05:51-05:54,0,,56,28,61,105
2014-07-19 05:54-05:57,34,24,7,7,53,103
2014-07-19 05:57-06:00,93,26,75,31,79,101
2014-07-19 06:00-06:03,84,17,101,33,72,105
2014-07-19 06:03-06:06,75,13,73,82,70,104
2014-07-19 06:06-06:09,76,13,66,83,50,103
2014-07-19 06:09-06:12,66,17,64,83,81,104
2014-07-19 06:12-06:15,22,10,55,58,51,105
2014-07-19 06:15-06:18,2,6,25,20,50,106
2014-07-19 06:18-06:21,0,,2,5,84,106
2014-07-19 06:21-06:24,55,25,0,,70,105
2014-07-19 06:24-06:27,104,62,0,,69,101
2014-07-19 06:27-06:30,120,71,0,,59,101
2014-07-19 06:30-06:33,138,65,0,,52,104
2014-07-19 06:33-06:36,110,45,0,,68,106
2014-07-19 06:36-06:39,32,9,63,40,69,109
2014-07-19 06:39-06:42,5,3,81,69,88,103
2014-07-19 06:42-06:45,1,4,123,72,52,106
2014-07-19 06:45-06:48,0,,133,78,53,108
2014-07-19 06:48-06:51,86,42,131,79,68,113
2014-07-19 06:51-06:54,118,61,124,55,51,109
2014-07-19 06:54-06:57,137,49,44,16,70,104
2014-07-19 06:57-07:00,127,41,2,1,61,106
2014-07-19 07:00-07:03,67,14,0,,75,105
2014-07-19 07:03-07:06,8,6,0,,75,106
2014-07-19 07:06-07:09,1,4,0,,59,108
2014-07-19 07:09-07:12,0,,11,33,72,105
2014-07-19 07:12-07:15,0,,95,51,70,106
2014-07-19 07:15-07:18,0,,111,67,54,108
2014-07-19 07:18-07:21,0,,128,68,56,107
2014-07-19 07:21-07:24,45,33,116,51,64,109
2014-07-19 07:24-07:27,89,29,38,13,67,106
2014-07-19 07:27-07:30,31,11,2,5,69,106
2014-07-19 07:30-07:33,7,11,0,,71,104
2014-07-19 07:33-07:36,103,38,0,,72,104
2014-07-19 07:36-07:39,99,46,0,,65,104
2014-07-19 07:39-07:42,64,20,0,,70,103
2014-07-19 07:42-07:45,38,7,0,,66,108
2014-07-19 07:45-07:48,24,7,62,40,68,109
2014-07-19 07:48-07:51,1,5,84,69,70,106
2014-07-19 07:51-07:54,78,27,102,71,48,106
2014-07-19 07:54-07:57,98,36,126,68,55,110
2014-07-19 07:57-08:00,121,47,122,66,72,110
2014-07-19 08:00-08:03,93,28,105,46,61,110
2014-07-19 08:03-08:06,42,12,43,12,60,107
2014-07-19 08:06-08:09,70,11,4,5,73,106
2014-07-19 08:09-08:12,26,9,1,2,64,109
2014-07-19 08:12-08:15,2,4,0,,61,107
2014-07-19 08:15-08:18,0,,0,,79,109
2014-07-19 08:18-08:21,2,12,99,43,67,107
2014-07-19 08:21-08:24,81,26,117,68,81,108
2014-07-19 08:24-08:27,85,20,125,66,54,113
2014-07-19 08:27-08:30,26,7,95,40,54,109
2014-07-19 08:30-08:33,8,7,21,8,79,108
2014-07-19 08:33-08:36,65,22,1,4,66,108
2014-07-19 08:36-08:39,110,34,0,,59,109
2014-07-19 08:39-08:42,35,15,0,,72,107
2014-07-19 08:42-08:45,9,9,0,,75,107
2014-07-19 08:45-08:48,78,22,0,,59,108
2014-07-19 08:48-08:51,63,16,96,37,36,101
2014-07-19 08:51-08:54,5,6,101,66,57,92
2014-07-19 08:54-08:57,30,25,131,64,64,90
2014-07-19 08:57-09:00,109,40,138,62,90,77
2014-07-19 09:00-09:03,75,21,108,39,51,36
2014-07-19 09:03-09:06,13,7,13,7,40,23
2014-07-19 09:06-09:09,66,17,2,5,104,62
2014-07-19 09:09-09:12,94,23,0,,62,88
2014-07-19 09:12-09:15,24,11,0,,62,91
2014-07-19 09:15-09:18,2,12,0,,71,90
2014-07-19 09:18-09:21,54,32,0,,73,83
2014-07-19 09:21-09:24,113,56,95,46,63,52
2014-07-19 09:24-09:27,66,35,91,69,13,16
2014-07-19 09:27-09:30,1,11,101,67,43,31
2014-07-19 09:30-09:33,0,,115,61,121,56
2014-07-19 09:33-09:36,43,36,64,26,73,74
2014-07-19 09:36-09:39,129,41,14,5,53,88
2014-07-19 09:39-09:42,124,42,2,8,63,87
2014-07-19 09:42-09:45,37,7,0,,40,86
2014-07-19 09:45-09:48,58,15,0,,68,79
2014-07-19 09:48-09:51,25,8,0,,59,47
2014-07-19 09:51-09:54,3,67,0,,9,16
2014-07-19 09:54-09:57,47,28,19,15,1,3
2014-07-19 09:57-10:00,113,57,70,22,0,
2014-07-19 10:00-10:03,119,63,99,50,27,28
2014-07-19 10:03-10:06,79,73,110,61,102,54
2014-07-19 10:06-10:09,47,32,110,52,117,70
2014-07-19 10:09-10:12,3,9,81,26,140,70
2014-07-19 10:12-10:15,28,18,25,7,121,63
2014-07-19 10:15-10:18,114,36,1,11,41,29
2014-07-19 10:18-10:21,89,57,0,,1,13
2014-07-19 10:21-10:24,42,35,0,,1,
2014-07-19 10:24-10:27,3,8,0,,0,
2014-07-19 10:27-10:30,1,,25,31,0,
2014-07-19 10:30-10:33,24,31,101,55,0,
2014-07-19 10:33-10:36,104,58,101,64,3,16
2014-07-19 10:36-10:39,130,64,89,84,101,56
2014-07-19 10:39-10:42,58,84,125,62,82,74
2014-07-19 10:42-10:45,58,83,98,27,108,71
2014-07-19 10:45-10:48,52,49,32,10,76,36
2014-07-19 10:48-10:51,20,17,2,6,8,8
2014-07-19 10:51-10:54,55,31,1,13,41,30
2014-07-19 10:54-10:57,90,55,0,,107,56
2014-07-19 10:57-11:00,40,90,0,,120,58
2014-07-19 11:00-11:03,68,91,83,46,78,20
2014-07-19 11:03-11:06,58,90,101,68,4,6
2014-07-19 11:06-11:09,57,88,120,74,36,33
2014-07-19 11:09-11:12,58,90,110,82,119,45
2014-07-19 11:12-11:15,48,93,117,77,110,51
2014-07-19 11:15-11:18,56,90,112,40,56,16
2014-07-19 11:18-11:21,51,83,36,13,8,7
2014-07-19 11:21-11:24,53,91,2,9,1,12
2014-07-19 11:24-11:27,59,87,0,,23,26
2014-07-19 11:27-11:30,45,91,0,,100,44
2014-07-19 11:30-11:33,56,91,0,,121,55
2014-07-19 11:33-11:36,48,92,0,,76,29
2014-07-19 11:36-11:39,31,91,0,,7,8
2014-07-19 11:39-11:42,41,68,0,,66,31
2014-07-19 11:42-11:45,47,78,0,,107,49
2014-07-19 11:45-11:48,64,88,0,,75,62
2014-07-19 11:48-11:51,45,88,42,38,58,88
2014-07-19 11:51-11:54,54,90,97,63,56,60
2014-07-19 11:54-11:57,47,91,115,75,27,33
2014-07-19 11:57-12:00,72,88,76,85,2,17
2014-07-19 12:00-12:03,42,91,115,73,0,
2014-07-19 12:03-12:06,46,88,121,66,55,40
2014-07-19 12:06-12:09,38,92,90,37,112,63
2014-07-19 12:09-12:12,61,90,18,9,86,66
2014-07-19 12:12-12:15,53,90,13,6,50,92
2014-07-19 12:15-12:18,44,85,2,4,49,95
2014-07-19 12:18-12:21,39,88,0,,42,91
2014-07-19 12:21-12:24,42,86,0,,57,64
2014-07-19 12:24-12:27,46,97,0,,37,27
2014-07-19 12:27-12:30,35,87,0,,2,8
2014-07-19 12:30-12:33,60,84,0,,1,3
2014-07-19 12:33-12:36,46,62,0,,0,
2014-07-19 12:36-12:39,54,58,0,,0,
2014-07-19 12:39-12:42,44,93,6,15,0,
2014-07-19 12:42-12:45,49,93,70,37,58,40
2014-07-19 12:45-12:48,64,95,66,70,117,63
2014-07-19 12:48-12:51,53,90,97,66,133,61
2014-07-19 12:51-12:54,46,91,113,63,57,70
2014-07-19 12:54-12:57,39,90,115,61,43,95
2014-07-19 12:57-13:00,58,88,107,64,45,77
2014-07-19 13:00-13:03,37,88,113,63,27,55
2014-07-19 13:03-13:06,58,83,116,67,19,30
2014-07-19 13:06-13:09,42,88,80,71,31,14
2014-07-19 13:09-13:12,43,91,25,94,71,58
2014-07-19 13:12-13:15,65,90,38,93,35,94
2014-07-19 13:15-13:18,50,91,39,94,53,89
2014-07-19 13:18-13:21,34,88,41,93,40,95
2014-07-19 13:21-13:24,35,94,29,94,35,89
2014-07-19 13:24-13:27,49,90,30,81,27,93
2014-07-19 13:27-13:30,62,89,28,64,34,107
2014-07-19 13:30-13:33,56,108,33,46,31,101
2014-07-19 13:33-13:36,46,113,5,15,51,105
2014-07-19 13:36-13:39,43,108,24,22,49,105
2014-07-19 13:39-13:42,43,113,73,49,44,109
2014-07-19 13:42-13:45,67,108,30,73,34,109
2014-07-19 13:45-13:48,28,116,31,90,40,108
2014-07-19 13:48-13:51,46,108,24,88,33,105
2014-07-19 13:51-13:54,52,110,28,102,47,110
2014-07-19 13:54-13:57,58,111,27,104,45,103
2014-07-19 13:57-14:00,43,110,26,103,32,108
2014-07-19 14:00-14:03,44,108,18,104,43,110
2014-07-19 14:03-14:06,40,109,45,106,37,107
2014-07-19 14:06-14:09,47,112,32,106,51,108
2014-07-19 14:09-14:12,39,108,28,111,45,106
2014-07-19 14:12-14:15,48,109,29,107,34,107
2014-07-19 14:15-14:18,62,106,28,105,42,108
2014-07-19 14:18-14:21,29,111,40,104,38,109
2014-07-19 14:21-14:24,51,116,38,112,29,111
2014-07-19 14:24-14:27,39,110,31,108,25,110
2014-07-19 14:27-14:30,57,111,31,108,43,111
2014-07-19 14:30-14:33,46,109,40,102,36,110
2014-07-19 14:33-14:36,43,103,31,111,33,107
2014-07-19 14:36-14:39,57,105,35,107,41,107
2014-07-19 14:39-14:42,45,113,37,108,53,109
2014-07-19 14:42-14:45,45,113,34,107,36,110
2014-07-19 14:45-14:48,38,108,35,110,40,109
2014-07-19 14:48-14:51,38,109,42,106,31,112
2014-07-19 14:51-14:54,40,109,27,105,25,110
2014-07-19 14:54-14:57,66,109,44,110,20,108
2014-07-19 14:57-15:00,54,109,32,109,45,108
2014-07-19 15:00-15:03,48,110,43,106,28,107
2014-07-19 15:03-15:06,51,108,48,105,35,108
2014-07-19 15:06-15:09,62,110,35,109,41,113
2014-07-19 15:09-15:12,44,108,32,102,50,108
2014-07-19 15:12-15:15,39,111,28,107,34,113
2014-07-19 15:15-15:18,39,114,37,113,26,108
2014-07-19 15:18-15:21,59,110,59,108,33,110
2014-07-19 15:21-15:24,52,108,51,104,28,111
2014-07-19 15:24-15:27,48,112,27,105,51,110
2014-07-19 15:27-15:30,48,105,56,105,40,104
2014-07-19 15:30-15:33,37,113,39,104,40,109
2014-07-19 15:33-15:36,46,112,39,107,29,110
2014-07-19 15:36-15:39,49,111,48,108,51,107
2014-07-19 15:39-15:42,53,111,34,109,38,111
2014-07-19 15:42-15:45,52,115,39,106,46,109
2014-07-19 15:45-15:48,58,110,39,106,46,113
2014-07-19 15:48-15:51,58,112,49,107,35,116
2014-07-19 15:51-15:54,41,110,46,113,34,111
2014-07-19 15:54-15:57,44,114,57,109,59,109
2014-07-19 15:57-16:00,53,111,53,109,30,114
2014-07-19 16:00-16:03,53,110,53,106,32,119
2014-07-19 16:03-16:06,56,115,48,109,47,106
2014-07-19 16:06-16:09,44,110,55,108,30,117
2014-07-19 16:09-16:12,60,113,47,111,38,107
2014-07-19 16:12-16:15,51,114,64,111,31,115
2014-07-19 16:15-16:18,37,112,56,114,39,113
2014-07-19 16:18-16:21,48,109,43,108,39,109
2014-07-19 16:21-16:24,46,113,53,109,34,111
2014-07-19 16:24-16:27,42,113,38,115,49,109
2014-07-19 16:27-16:30,47,111,46,109,37,111
2014-07-19 16:30-16:33,51,115,43,107,28,122
2014-07-19 16:33-16:36,64,110,48,111,38,110
2014-07-19 16:36-16:39,42,121,49,113,29,114
2014-07-19 16:39-16:42,38,112,39,109,27,110
2014-07-19 16:42-16:45,50,112,37,109,53,109
2014-07-19 16:45-16:48,35,112,45,109,42,112
2014-07-19 16:48-16:51,37,114,56,111,40,114
2014-07-19 16:51-16:54,50,112,36,113,40,113
2014-07-19 16:54-16:57,45,116,35,113,35,111
2014-07-19 16:57-17:00,35,111,47,109,42,112
2014-07-19 17:00-17:03,65,109,36,112,42,109
2014-07-19 17:03-17:06,44,114,38,107,37,109
2014-07-19 17:06-17:09,35,111,22,113,42,113
2014-07-19 17:09-17:12,43,114,59,110,41,108
2014-07-19 17:12-17:15,54,113,41,113,32,116
2014-07-19 17:15-17:18,41,113,40,106,33,110
2014-07-19 17:18-17:21,38,115,36,110,30,113
2014-07-19 17:21-17:24,69,110,54,114,27,114
2014-07-19 17:24-17:27,40,114,45,113,35,112
2014-07-19 17:27-17:30,38,108,43,108,26,112
2014-07-19 17:30-17:33,31,114,47,116,34,111
2014-07-19 17:33-17:36,36,110,42,109,55,108
2014-07-19 17:36-17:39,42,110,43,113,33,116
2014-07-19 17:39-17:42,32,115,38,110,30,117
2014-07-19 17:42-17:45,39,115,44,110,36,117
2014-07-19 17:45-17:48,54,114,48,111,20,110
2014-07-19 17:48-17:51,42,111,49,110,32,111
2014-07-19 17:51-17:54,24,113,41,107,43,110
2014-07-19 17:54-17:57,28,119,38,111,34,113
2014-07-19 17:57-18:00,43,114,45,116,18,119
2014-07-19 18:00-18:03,43,115,52,106,28,111
2014-07-19 18:03-18:06,38,110,36,117,34,113
2014-07-19 18:06-18:09,52,111,28,116,36,106
2014-07-19 18:09-18:12,41,115,43,118,44,108
2014-07-19 18:12-18:15,27,114,41,111,34,110
2014-07-19 18:15-18:18,32,112,41,114,33,109
2014-07-19 18:18-18:21,38,111,35,112,30,111
2014-07-19 18:21-18:24,33,115,43,117,28,108
2014-07-19 18:24-18:27,40,107,41,114,43,111
2014-07-19 18:27-18:30,30,108,38,111,37,107
2014-07-19 18:30-18:33,28,115,39,116,29,113
2014-07-19 18:33-18:36,28,115,41,112,40,113
2014-07-19 18:36-18:39,33,110,32,116,32,109
2014-07-19 18:39-18:42,33,115,40,112,34,106
2014-07-19 18:42-18:45,39,113,47,109,21,117
2014-07-19 18:45-18:48,31,115,38,112,27,116
2014-07-19 18:48-18:51,29,114,39,113,24,117
2014-07-19 18:51-18:54,30,112,20,110,25,120
2014-07-19 18:54-18:57,29,114,37,110,27,110
2014-07-19 18:57-19:00,36,114,34,114,28,114
2014-07-19 19:00-19:03,31,117,44,114,25,112
2014-07-19 19:03-19:06,29,114,27,113,16,112
2014-07-19 19:06-19:09,24,113,22,114,31,117
2014-07-19 19:09-19:12,24,110,20,113,30,117
2014-07-19 19:12-19:15,28,114,42,115,23,113
2014-07-19 19:15-19:18,19,112,35,111,23,105
2014-07-19 19:18-19:21,24,108,45,114,30,105
2014-07-19 19:21-19:24,30,117,29,117,27,117
2014-07-19 19:24-19:27,36,112,29,111,17,105
2014-07-19 19:27-19:30,37,113,23,118,25,111
2014-07-19 19:30-19:33,27,114,32,116,37,113
2014-07-19 19:33-19:36,20,114,35,114,13,112
2014-07-19 19:36-19:39,28,113,26,126,28,116
2014-07-19 19:39-19:42,22,112,24,123,22,111
2014-07-19 19:42-19:45,34,109,31,110,28,113
2014-07-19 19:45-19:48,28,116,25,109,19,113
2014-07-19 19:48-19:51,32,111,31,112,27,114
2014-07-19 19:51-19:54,26,116,31,114,16,117
2014-07-19 19:54-19:57,29,112,32,109,25,123
2014-07-19 19:57-20:00,27,113,29,112,23,113
2014-07-19 20:00-20:03,35,114,34,116,26,115
2014-07-19 20:03-20:06,19,113,29,113,18,111
2014-07-19 20:06-20:09,26,118,24,113,24,116
2014-07-19 20:09-20:12,23,114,24,115,25,113
2014-07-19 20:12-20:15,22,113,25,115,22,117
2014-07-19 20:15-20:18,30,120,29,116,28,113
2014-07-19 20:18-20:21,37,112,26,115,16,111
2014-07-19 20:21-20:24,21,122,29,113,21,113
2014-07-19 20:24-20:27,30,114,25,110,26,119
2014-07-19 20:27-20:30,21,117,27,113,14,110
2014-07-19 20:30-20:33,28,114,25,116,26,116
2014-07-19 20:33-20:36,26,112,26,113,24,108
2014-07-19 20:36-20:39,19,105,26,113,22,108
2014-07-19 20:39-20:42,28,116,22,110,22,113
2014-07-19 20:42-20:45,25,123,15,114,17,109
2014-07-19 20:45-20:48,18,103,21,116,19,118
2014-07-19 20:48-20:51,17,116,27,111,26,111
2014-07-19 20:51-20:54,22,118,19,112,23,115
2014-07-19 20:54-20:57,15,111,18,113,23,109
2014-07-19 20:57-21:00,24,110,26,111,23,110
2014-07-19 21:00-21:03,22,117,16,118,27,115
2014-07-19 21:03-21:06,23,106,20,120,25,110
2014-07-19 21:06-21:09,18,118,22,114,17,114
2014-07-19 21:09-21:12,19,111,34,108,22,111
2014-07-19 21:12-21:15,22,116,20,106,21,102
2014-07-19 21:15-21:18,14,115,29,108,24,106
2014-07-19 21:18-21:21,20,110,12,109,21,114
2014-07-19 21:21-21:24,24,113,23,112,21,116
2014-07-19 21:24-21:27,32,111,19,109,20,105
2014-07-19 21:27-21:30,19,111,24,108,22,104
2014-07-19 21:30-21:33,17,109,13,106,20,107
2014-07-19 21:33-21:36,26,109,18,109,25,109
2014-07-19 21:36-21:39,28,106,15,113,24,113
2014-07-19 21:39-21:42,14,109,31,114,24,97
2014-07-19 21:42-21:45,21,116,30,106,23,110
2014-07-19 21:45-21:48,22,105,18,111,19,110
2014-07-19 21:48-21:51,24,113,21,105,18,111
2014-07-19 21:51-21:54,23,104,12,122,13,109
2014-07-19 21:54-21:57,31,104,19,109,25,114
2014-07-19 21:57-22:00,25,105,27,108,13,115
2014-07-19 22:00-22:03,24,109,21,104,25,110
2014-07-19 22:03-22:06,22,109,21,107,21,108
2014-07-19 22:06-22:09,24,110,22,108,21,109
2014-07-19 22:09-22:12,17,110,20,109,22,106
2014-07-19 22:12-22:15,24,111,19,111,17,103
2014-07-19 22:15-22:18,31,111,16,109,18,116
2014-07-19 22:18-22:21,25,105,21,106,18,106
2014-07-19 22:21-22:24,18,106,19,106,17,113
2014-07-19 22:24-22:27,27,106,9,101,19,105
2014-07-19 22:27-22:30,25,105,28,111,23,111
2014-07-19 22:30-22:33,28,109,18,106,21,105
2014-07-19 22:33-22:36,32,109,20,100,18,101
2014-07-19 22:36-22:39,21,108,12,96,24,104
2014-07-19 22:39-22:42,28,101,17,104,16,108
2014-07-19 22:42-22:45,11,111,14,101,21,105
2014-07-19 22:45-22:48,13,111,22,105,15,118
2014-07-19 22:48-22:51,17,107,27,105,20,113
2014-07-19 22:51-22:54,7,107,16,108,18,102
2014-07-19 22:54-22:57,7,110,17,102,12,112
2014-07-19 22:57-23:00,7,98,18,114,25,104
2014-07-19 23:00-23:03,7,120,17,107,19,114
2014-07-19 23:03-23:06,12,124,17,106,32,110
2014-07-19 23:06-23:09,28,115,19,108,12,111
2014-07-19 23:09-23:12,42,110,19,110,33,112
2014-07-19 23:12-23:15,43,108,36,114,22,108
2014-07-19 23:15-23:18,36,105,27,106,22,117
2014-07-19 23:18-23:21,43,106,15,105,21,108
2014-07-19 23:21-23:24,31,105,16,107,14,133
2014-07-19 23:24-23:27,24,104,18,101,18,117
2014-07-19 23:27-23:30,21,105,18,109,30,107
2014-07-19 23:30-23:33,28,107,14,106,10,121
2014-07-19 23:33-23:36,24,111,24,105,24,109
2014-07-19 23:36-23:39,24,109,37,108,8,110
2014-07-19 23:39-23:42,26,104,19,113,18,106
2014-07-19 23:42-23:45,29,105,22,106,22,112
2014-07-19 23:45-23:48,30,107,18,111,20,108
2014-07-19 23:48-23:51,15,109,24,107,13,120
2014-07-19 23:51-23:54,28,110,24,107,18,114
2014-07-19 23:54-23:57,23,104,16,107,21,106
2014-07-19 23:57-00:00,28,101,21,100,20,111
#138,135,176,126,140,133,
